cod,nome,uf
312360,ELÓI MENDES,MG
250590,EMAS,PB
351495,EMBAÚBA,SP
351500,EMBU DAS ARTES,SP
351510,EMBU-GUAÇU,SP
351512,EMILIANÓPOLIS,SP
430680,ENCANTADO,RS
240330,ENCANTO,RN
291040,ENCRUZILHADA,BA
430690,ENCRUZILHADA DO SUL,RS
410740,ENÉAS MARQUES,PR
410750,ENGENHEIRO BELTRÃO,PR
312370,ENGENHEIRO CALDAS,MG
351515,ENGENHEIRO COELHO,SP
312380,ENGENHEIRO NAVARRO,MG
330180,ENGENHEIRO PAULO DE FRONTIN,RJ
430692,ENGENHO VELHO,RS
312385,ENTRE FOLHAS,MG
291050,ENTRE RIOS (BA),BA
420517,ENTRE RIOS (SC),SC
312390,ENTRE RIOS DE MINAS,MG
410753,ENTRE RIOS DO OESTE,PR
430695,ENTRE RIOS DO SUL,RS
430693,ENTRE-IJUÍS,RS
130150,ENVIRA,AM
120025,EPITACIOLÂNDIA,AC
240340,EQUADOR,RN
430697,EREBANGO,RS
430700,ERECHIM,RS
230427,ERERÊ,CE
290050,ÉRICO CARDOSO,BA
420519,ERMO,SC
430705,ERNESTINA,RS
430720,ERVAL GRANDE,RS
430730,ERVAL SECO,RS
420520,ERVAL VELHO,SC
312400,ERVÁLIA,MG
260520,ESCADA,PE
430740,ESMERALDA,RS
312410,ESMERALDAS,MG
312420,ESPERA FELIZ,MG
250600,ESPERANÇA,PB
430745,ESPERANÇA DO SUL,RS
410752,ESPERANÇA NOVA,PR
220370,ESPERANTINA (PI),PI
170740,ESPERANTINA (TO),TO
210400,ESPERANTINÓPOLIS,MA
410754,ESPIGÃO ALTO DO IGUAÇU,PR
110009,ESPIGÃO D'OESTE,RO
312430,ESPINOSA,MG
240350,ESPÍRITO SANTO,RN
312440,ESPÍRITO SANTO DO DOURADO,MG
351518,ESPÍRITO SANTO DO PINHAL,SP
351519,ESPÍRITO SANTO DO TURVO,SP
291060,ESPLANADA,BA
430750,ESPUMOSO,RS
430755,ESTAÇÃO,RS
280210,ESTÂNCIA,SE
430760,ESTÂNCIA VELHA,RS
430770,ESTEIO,RS
312450,ESTIVA,MG
355730,ESTIVA GERBI,SP
210405,ESTREITO,MA
430780,ESTRELA,RS
351520,ESTRELA D'OESTE,SP
312460,ESTRELA DALVA,MG
270255,ESTRELA DE ALAGOAS,AL
312470,ESTRELA DO INDAIÁ,MG
520750,ESTRELA DO NORTE (GO),GO
351530,ESTRELA DO NORTE (SP),SP
312480,ESTRELA DO SUL,MG
430781,ESTRELA VELHA,RS
291070,EUCLIDES DA CUNHA,BA
351535,EUCLIDES DA CUNHA PAULISTA,SP
430783,EUGÊNIO DE CASTRO,RS
312490,EUGENÓPOLIS,MG
291072,EUNÁPOLIS,BA
230428,EUSÉBIO,CE
312500,EWBANK DA CÂMARA,MG
312510,EXTREMA,MG
240360,EXTREMOZ,RN
260530,EXU,PE
250610,FAGUNDES,PB
430786,FAGUNDES VARELA,RS
520753,FAINA,GO
312520,FAMA,MG
312530,FARIA LEMOS,MG
230430,FARIAS BRITO,CE
150300,FARO,PA
410755,FAROL,PR
430790,FARROUPILHA,RS
351540,FARTURA,SP
220375,FARTURA DO PIAUÍ,PI
291075,FÁTIMA (BA),BA
170755,FÁTIMA (TO),TO
500380,FÁTIMA DO SUL,MS
410760,FAXINAL,PR
430800,FAXINAL DO SOTURNO,RS
420530,FAXINAL DOS GUEDES,SC
430805,FAXINALZINHO,RS
520760,FAZENDA NOVA,GO
410765,FAZENDA RIO GRANDE,PR
430807,FAZENDA VILANOVA,RS
120030,FEIJÓ,AC
291077,FEIRA DA MATA,BA
291080,FEIRA DE SANTANA,BA
270260,FEIRA GRANDE,AL
260540,FEIRA NOVA (PE),PE
280220,FEIRA NOVA (SE),SE
210407,FEIRA NOVA DO MARANHÃO,MA
312540,FELÍCIO DOS SANTOS,MG
240370,FELIPE GUERRA,RN
312560,FELISBURGO,MG
312570,FELIXLÂNDIA,MG
430810,FELIZ,RS
270270,FELIZ DESERTO,AL
510370,FELIZ NATAL,MT
410770,FÊNIX,PR
410773,FERNANDES PINHEIRO,PR
312580,FERNANDES TOURINHO,MG
260545,FERNANDO DE NORONHA,PE
210408,FERNANDO FALCÃO,MA
240375,FERNANDO PEDROZA,RN
351560,FERNANDO PRESTES,SP
351550,FERNANDÓPOLIS,SP
351565,FERNÃO,SP
351570,FERRAZ DE VASCONCELOS,SP
160023,FERREIRA GOMES,AP
260550,FERREIROS,PE
312590,FERROS,MG
312595,FERVEDOURO,MG
410775,FIGUEIRA,PR
500390,FIGUEIRÃO,MS
170765,FIGUEIRÓPOLIS,TO
510380,FIGUEIRÓPOLIS D'OESTE,MT
291085,FILADÉLFIA (BA),BA
170770,FILADÉLFIA (TO),TO
291090,FIRMINO ALVES,BA
520780,FIRMINÓPOLIS,GO
270280,FLEXEIRAS,AL
410785,FLOR DA SERRA DO SUL,PR
420535,FLOR DO SERTÃO,SC
351580,FLORA RICA,SP
410780,FLORAÍ,PR
240380,FLORÂNIA,RN
351590,FLOREAL,SP
260560,FLORES,PE
430820,FLORES DA CUNHA,RS
520790,FLORES DE GOIÁS,GO
220380,FLORES DO PIAUÍ,PI
260570,FLORESTA (PE),PE
410790,FLORESTA (PR),PR
291100,FLORESTA AZUL,BA
150304,FLORESTA DO ARAGUAIA,PA
220385,FLORESTA DO PIAUÍ,PI
312600,FLORESTAL,MG
410800,FLORESTÓPOLIS,PR
220390,FLORIANO,PI
430825,FLORIANO PEIXOTO,RS
420540,FLORIANÓPOLIS,SC
410810,FLÓRIDA,PR
351600,FLÓRIDA PAULISTA,SP
351610,FLORÍNEA,SP
130160,FONTE BOA,AM
430830,FONTOURA XAVIER,RS
312610,FORMIGA,MG
430840,FORMIGUEIRO,RS
520800,FORMOSA,GO
210409,FORMOSA DA SERRA NEGRA,MA
410820,FORMOSA DO OESTE,PR
291110,FORMOSA DO RIO PRETO,BA
420543,FORMOSA DO SUL,SC
520810,FORMOSO (GO),GO
312620,FORMOSO (MG),MG
170820,FORMOSO DO ARAGUAIA,TO
430843,FORQUETINHA,RS
230435,FORQUILHA,CE
420545,FORQUILHINHA,SC
230440,FORTALEZA,CE
312630,FORTALEZA DE MINAS,MG
170825,FORTALEZA DO TABOCÃO,TO
210410,FORTALEZA DOS NOGUEIRAS,MA
430845,FORTALEZA DOS VALOS,RS
230445,FORTIM,CE
210420,FORTUNA,MA
312640,FORTUNA DE MINAS,MG
410830,FOZ DO IGUAÇU,PR
410845,FOZ DO JORDÃO,PR
420550,FRAIBURGO,SC
351620,FRANCA,SP
220400,FRANCINÓPOLIS,PI
410832,FRANCISCO ALVES,PR
220410,FRANCISCO AYRES,PI
312650,FRANCISCO BADARÓ,MG
410840,FRANCISCO BELTRÃO,PR
240390,FRANCISCO DANTAS,RN
312660,FRANCISCO DUMONT,MG
220415,FRANCISCO MACEDO,PI
351630,FRANCISCO MORATO,SP
312670,FRANCISCO SÁ,MG
220420,FRANCISCO SANTOS,PI
312675,FRANCISCÓPOLIS,MG
351640,FRANCO DA ROCHA,SP
230450,FRECHEIRINHA,CE
430850,FREDERICO WESTPHALEN,RS
312680,FREI GASPAR,MG
312690,FREI INOCÊNCIO,MG
312695,FREI LAGONEGRO,MG
250620,FREI MARTINHO,PB
260580,FREI MIGUELINHO,PE
280230,FREI PAULO,SE
420555,FREI ROGÉRIO,SC
312700,FRONTEIRA,MG
312705,FRONTEIRA DOS VALES,MG
220430,FRONTEIRAS,PI
312707,FRUTA DE LEITE,MG
312710,FRUTAL,MG
240400,FRUTUOSO GOMES,RN
320220,FUNDÃO,ES
312720,FUNILÂNDIA,MG
351650,GABRIEL MONTEIRO,SP
250625,GADO BRAVO,PB
351660,GÁLIA,SP
312730,GALILÉIA,MG
240410,GALINHOS,RN
420560,GALVÃO,SC
260590,GAMELEIRA,PE
520815,GAMELEIRA DE GOIÁS,GO
312733,GAMELEIRAS,MG
291120,GANDU,BA
260600,GARANHUNS,PE
280240,GARARU,SE
351670,GARÇA,SP
430860,GARIBALDI,RS
420570,GAROPABA,SC
150307,GARRAFÃO DO NORTE,PA
430865,GARRUCHOS,RS
420580,GARUVA,SC
420590,GASPAR,SC
351680,GASTÃO VIDIGAL,SP
510385,GAÚCHA DO NORTE,MT
430870,GAURAMA,RS
291125,GAVIÃO,BA
351685,GAVIÃO PEIXOTO,SP
220435,GEMINIANO,PI
430880,GENERAL CÂMARA,RS
510390,GENERAL CARNEIRO (MT),MT
410850,GENERAL CARNEIRO (PR),PR
280250,GENERAL MAYNARD,SE
351690,GENERAL SALGADO,SP
230460,GENERAL SAMPAIO,CE
430885,GENTIL,RS
291130,GENTIO DO OURO,BA
351700,GETULINA,SP
430890,GETÚLIO VARGAS,RS
220440,GILBUÉS,PI
270290,GIRAU DO PONCIANO,AL
430900,GIRUÁ,RS
312735,GLAUCILÂNDIA,MG
351710,GLICÉRIO,SP
291140,GLÓRIA,BA
510395,GLÓRIA D'OESTE,MT
500400,GLÓRIA DE DOURADOS,MS
260610,GLÓRIA DO GOITÁ,PE
430905,GLORINHA,RS
210430,GODOFREDO VIANA,MA
410855,GODOY MOREIRA,PR
312737,GOIABEIRA,MG
260620,GOIANA,PE
312738,GOIANÁ,MG
520840,GOIANÁPOLIS,GO
520850,GOIANDIRA,GO
520860,GOIANÉSIA,GO
150309,GOIANÉSIA DO PARÁ,PA
520870,GOIÂNIA,GO
240420,GOIANINHA,RN
520880,GOIANIRA,GO
170830,GOIANORTE,TO
520890,GOIÁS,GO
170900,GOIATINS,TO
520910,GOIATUBA,GO
410860,GOIOERÊ,PR
410865,GOIOXIM,PR
312740,GONÇALVES,MG
210440,GONÇALVES DIAS,MA
291150,GONGOGI,BA
312750,GONZAGA,MG
312760,GOUVEIA,MG
520915,GOUVELÂNDIA,GO
210450,GOVERNADOR ARCHER,MA
420600,GOVERNADOR CELSO RAMOS,SC
240430,GOVERNADOR DIX-SEPT ROSADO,RN
210455,GOVERNADOR EDISON LOBÃO,MA
210460,GOVERNADOR EUGÊNIO BARROS,MA
110100,GOVERNADOR JORGE TEIXEIRA,RO
320225,GOVERNADOR LINDENBERG,ES
210462,GOVERNADOR LUIZ ROCHA,MA
291160,GOVERNADOR MANGABEIRA,BA
210465,GOVERNADOR NEWTON BELLO,MA
210467,GOVERNADOR NUNES FREIRE,MA
312770,GOVERNADOR VALADARES,MG
230465,GRAÇA,CE
210470,GRAÇA ARANHA,MA
280260,GRACHO CARDOSO,SE
210480,GRAJAÚ,MA
430910,GRAMADO,RS
430912,GRAMADO DOS LOUREIROS,RS
430915,GRAMADO XAVIER,RS
410870,GRANDES RIOS,PR
260630,GRANITO,PE
230470,GRANJA,CE
230480,GRANJEIRO,CE
312780,GRÃO MOGOL,MG
420610,GRÃO PARÁ,SC
260640,GRAVATÁ,PE
430920,GRAVATAÍ,RS
420620,GRAVATAL,SC
230490,GROAÍRAS,CE
240440,GROSSOS,RN
312790,GRUPIARA,MG
430925,GUABIJU,RS
420630,GUABIRUBA,SC
320230,GUAÇUÍ,ES
220450,GUADALUPE,PI
430930,GUAÍBA,RS
351720,GUAIÇARA,SP
351730,GUAIMBÊ,SP
410880,GUAÍRA (PR),PR
351740,GUAÍRA (SP),SP
410890,GUAIRAÇÁ,PR
230495,GUAIÚBA,CE
130165,GUAJARÁ,AM
110010,GUAJARÁ-MIRIM,RO
291165,GUAJERU,BA
240450,GUAMARÉ,RN
410895,GUAMIRANGA,PR
291170,GUANAMBI,BA
312800,GUANHÃES,MG
312810,GUAPÉ,MG
351750,GUAPIAÇU,SP
351760,GUAPIARA,SP
330185,GUAPIMIRIM,RJ
410900,GUAPIRAMA,PR
520920,GUAPÓ,GO
430940,GUAPORÉ,RS
410910,GUAPOREMA,PR
351770,GUARÁ,SP
250630,GUARABIRA,PB
351780,GUARAÇAÍ,SP
410920,GUARACI (PR),PR
351790,GUARACI (SP),SP
312820,GUARACIABA (MG),MG
420640,GUARACIABA (SC),SC
230500,GUARACIABA DO NORTE,CE
312825,GUARACIAMA,MG
170930,GUARAÍ,TO
520929,GUARAÍTA,GO
230510,GUARAMIRANGA,CE
420650,GUARAMIRIM,SC
312830,GUARANÉSIA,MG
312840,GUARANI,MG
351800,GUARANI D'OESTE,SP
430950,GUARANI DAS MISSÕES,RS
520940,GUARANI DE GOIÁS,GO
410930,GUARANIAÇU,PR
351810,GUARANTÃ,SP
510410,GUARANTÃ DO NORTE,MT
320240,GUARAPARI,ES
410940,GUARAPUAVA,PR
410950,GUARAQUEÇABA,PR
312850,GUARARÁ,MG
351820,GUARARAPES,SP
351830,GUARAREMA,SP
291180,GUARATINGA,BA
351840,GUARATINGUETÁ,SP
410960,GUARATUBA,PR
312860,GUARDA-MOR,MG
351850,GUAREÍ,SP
351860,GUARIBA,SP
220455,GUARIBAS,PI
520945,GUARINOS,GO
351870,GUARUJÁ,SP
420660,GUARUJÁ DO SUL,SC
351880,GUARULHOS,SP
420665,GUATAMBÚ,SC
351885,GUATAPARÁ,SP
312870,GUAXUPÉ,MG
500410,GUIA LOPES DA LAGUNA,MS
312880,GUIDOVAL,MG
210490,GUIMARÃES,MA
312890,GUIMARÂNIA,MG
510420,GUIRATINGA,MT
312900,GUIRICEMA,MG
312910,GURINHATÃ,MG
250640,GURINHÉM,PB
250650,GURJÃO,PB
150310,GURUPÁ,PA
170950,GURUPI,TO
351890,GUZOLÂNDIA,SP
430955,HARMONIA,RS
520960,HEITORAÍ,GO
312920,HELIODORA,MG
291185,HELIÓPOLIS,BA
351900,HERCULÂNDIA,SP
430710,HERVAL,RS
420670,HERVAL D'OESTE,SC
430957,HERVEIRAS,RS
230520,HIDROLÂNDIA (CE),CE
520970,HIDROLÂNDIA (GO),GO
520980,HIDROLINA,GO
351905,HOLAMBRA,SP
410965,HONÓRIO SERPA,PR
230523,HORIZONTE,CE
430960,HORIZONTINA,RS
351907,HORTOLÂNDIA,SP
220460,HUGO NAPOLEÃO,PI
430965,HULHA NEGRA,RS
130170,HUMAITÁ (AM),AM
430970,HUMAITÁ (RS),RS
210500,HUMBERTO DE CAMPOS,MA
351910,IACANGA,SP
520990,IACIARA,GO
351920,IACRI,SP
291190,IAÇU,BA
312930,IAPU,MG
351925,IARAS,SP
260650,IATI,PE
410970,IBAITI,PR
430975,IBARAMA,RS
230526,IBARETAMA,CE
351930,IBATÉ,SP
270300,IBATEGUARA,AL
320245,IBATIBA,ES
410975,IBEMA,PR
312940,IBERTIOGA,MG
312950,IBIÁ,MG
430980,IBIAÇÁ,RS
312960,IBIAÍ,MG
420675,IBIAM,SC
230530,IBIAPINA,CE
250660,IBIARA,PB
291200,IBIASSUCÊ,BA
291210,IBICARAÍ,BA
420680,IBICARÉ,SC
291220,IBICOARA,BA
291230,IBICUÍ,BA
230533,IBICUITINGA,CE
260660,IBIMIRIM,PE
291240,IBIPEBA,BA
291250,IBIPITANGA,BA
410980,IBIPORÃ,PR
291260,IBIQUERA,BA
351940,IBIRÁ,SP
312965,IBIRACATU,MG
312970,IBIRACI,MG
320250,IBIRAÇU,ES
430990,IBIRAIARAS,RS
260670,IBIRAJUBA,PE
420690,IBIRAMA,SC
291270,IBIRAPITANGA,BA
291280,IBIRAPUÃ,BA
430995,IBIRAPUITÃ,RS
351950,IBIRAREMA,SP
291290,IBIRATAIA,BA
312980,IBIRITÉ,MG
431000,IBIRUBÁ,RS
291300,IBITIARA,BA
351960,IBITINGA,SP
320255,IBITIRAMA,ES
291310,IBITITÁ,BA
312990,IBITIÚRA DE MINAS,MG
313000,IBITURUNA,MG
351970,IBIÚNA,SP
291320,IBOTIRAMA,BA
230535,ICAPUÍ,CE
420700,IÇARA,SC
313005,ICARAÍ DE MINAS,MG
410990,ICARAÍMA,PR
210510,ICATU,MA
351980,ICÉM,SP
291330,ICHU,BA
230540,ICÓ,CE
320260,ICONHA,ES
240460,IELMO MARINHO,RN
351990,IEPÊ,SP
270310,IGACI,AL
291340,IGAPORÃ,BA
352000,IGARAÇU DO TIETÊ,SP
250260,IGARACY,PB
352010,IGARAPAVA,SP
313010,IGARAPÉ,MG
210515,IGARAPÉ DO MEIO,MA
210520,IGARAPÉ GRANDE,MA
150320,IGARAPÉ-AÇU,PA
150330,IGARAPÉ-MIRI,PA
260680,IGARASSU,PE
352020,IGARATÁ,SP
313020,IGARATINGA,MG
291345,IGRAPIÚNA,BA
270320,IGREJA NOVA,AL
431010,IGREJINHA,RS
330187,IGUABA GRANDE,RJ
291350,IGUAÍ,BA
352030,IGUAPE,SP
411000,IGUARAÇU,PR
260690,IGUARACY,PE
313030,IGUATAMA,MG
500430,IGUATEMI,MS
230550,IGUATU (CE),CE
411005,IGUATU (PR),PR
313040,IJACI,MG
431020,IJUÍ,RS
352042,ILHA COMPRIDA,SP
280270,ILHA DAS FLORES,SE
260760,ILHA DE ITAMARACÁ,PE
220465,ILHA GRANDE,PI
352044,ILHA SOLTEIRA,SP
352040,ILHABELA,SP
291360,ILHÉUS,BA
420710,ILHOTA,SC
313050,ILICÍNEA,MG
431030,ILÓPOLIS,RS
250670,IMACULADA,PB
420720,IMARUÍ,SC
411007,IMBAÚ,PR
431033,IMBÉ,RS
313055,IMBÉ DE MINAS,MG
420730,IMBITUBA,SC
411010,IMBITUVA,PR
420740,IMBUIA,SC
431036,IMIGRANTE,RS
210530,IMPERATRIZ,MA
411020,INÁCIO MARTINS,PR
520993,INACIOLÂNDIA,GO
260700,INAJÁ (PE),PE
411030,INAJÁ (PR),PR
313060,INCONFIDENTES,MG
313065,INDAIABIRA,MG
420750,INDAIAL,SC
352050,INDAIATUBA,SP
230560,INDEPENDÊNCIA (CE),CE
431040,INDEPENDÊNCIA (RS),RS
352060,INDIANA,SP
313070,INDIANÓPOLIS (MG),MG
411040,INDIANÓPOLIS (PR),PR
352070,INDIAPORÃ,SP
520995,INDIARA,GO
280280,INDIAROBA,SE
510450,INDIAVAÍ,MT
250680,INGÁ,PB
313080,INGAÍ,MG
260710,INGAZEIRA,PE
431041,INHACORÁ,RS
291370,INHAMBUPE,BA
150340,INHANGAPI,PA
270330,INHAPI,AL
313090,INHAPIM,MG
313100,INHAÚMA,MG
220470,INHUMA,PI
521000,INHUMAS,GO
313110,INIMUTABA,MG
500440,INOCÊNCIA,MS
352080,INÚBIA PAULISTA,SP
420757,IOMERÊ,SC
313115,IPABA,MG
521010,IPAMERI,GO
313120,IPANEMA,MG
240470,IPANGUAÇU,RN
230565,IPAPORANGA,CE
313130,IPATINGA,MG
230570,IPAUMIRIM,CE
352090,IPAUSSU,SP
431043,IPÊ,RS
291380,IPECAETÁ,BA
352100,IPERÓ,SP
352110,IPEÚNA,SP
313140,IPIAÇU,MG
291390,IPIAÚ,BA
352115,IPIGUÁ,SP
420760,IPIRA,SC
291400,IPIRÁ,BA
411050,IPIRANGA,PR
521015,IPIRANGA DE GOIÁS,GO
510452,IPIRANGA DO NORTE,MT
220480,IPIRANGA DO PIAUÍ,PI
431046,IPIRANGA DO SUL,RS
130180,IPIXUNA,AM
150345,IPIXUNA DO PARÁ,PA
260720,IPOJUCA,PE
521020,IPORÁ,GO
411060,IPORÃ,PR
420765,IPORÃ DO OESTE,SC
352120,IPORANGA,SP
230580,IPU,CE
352130,IPUÃ,SP
420768,IPUAÇU,SC
260730,IPUBI,PE
240480,IPUEIRA,RN
230590,IPUEIRAS (CE),CE
170980,IPUEIRAS (TO),TO
313150,IPUIÚNA,MG
420770,IPUMIRIM,SC
291410,IPUPIARA,BA
230600,IRACEMA (CE),CE
140028,IRACEMA (RR),RR
411065,IRACEMA DO OESTE,PR
352140,IRACEMÁPOLIS,SP
420775,IRACEMINHA,SC
431050,IRAÍ,RS
313160,IRAÍ DE MINAS,MG
291420,IRAJUBA,BA
291430,IRAMAIA,BA
130185,IRANDUBA,AM
420780,IRANI,SC
352150,IRAPUÃ,SP
352160,IRAPURU,SP
291440,IRAQUARA,BA
291450,IRARÁ,BA
411070,IRATI (PR),PR
420785,IRATI (SC),SC
230610,IRAUÇUBA,CE
291460,IRECÊ,BA
411080,IRETAMA,PR
420790,IRINEÓPOLIS,SC
150350,IRITUIA,PA
320265,IRUPI,ES
220490,ISAÍAS COELHO,PI
521030,ISRAELÂNDIA,GO
420800,ITÁ,SC
431053,ITAARA,RS
250690,ITABAIANA (PB),PB
280290,ITABAIANA (SE),SE
280300,ITABAIANINHA,SE
291465,ITABELA,BA
352170,ITABERÁ,SP
291470,ITABERABA,BA
521040,ITABERAÍ,GO
280310,ITABI,SE
313170,ITABIRA,MG
313180,ITABIRINHA,MG
313190,ITABIRITO,MG
330190,ITABORAÍ,RJ
291480,ITABUNA,BA
171050,ITACAJÁ,TO
313200,ITACAMBIRA,MG
313210,ITACARAMBI,MG
291490,ITACARÉ,BA
130190,ITACOATIARA,AM
260740,ITACURUBA,PE
431055,ITACURUBI,RS
291500,ITAETÉ,BA
291510,ITAGI,BA
291520,ITAGIBÁ,BA
291530,ITAGIMIRIM,BA
320270,ITAGUAÇU,ES
291535,ITAGUAÇU DA BAHIA,BA
330200,ITAGUAÍ,RJ
411090,ITAGUAJÉ,PR
313220,ITAGUARA,MG
521056,ITAGUARI,GO
521060,ITAGUARU,GO
171070,ITAGUATINS,TO
352180,ITAÍ,SP
260750,ITAÍBA,PE
230620,ITAIÇABA,CE
220500,ITAINÓPOLIS,PI
420810,ITAIÓPOLIS,SC
210535,ITAIPAVA DO GRAJAÚ,MA
313230,ITAIPÉ,MG
411095,ITAIPULÂNDIA,PR
230625,ITAITINGA,CE
150360,ITAITUBA,PA
521080,ITAJÁ (GO),GO
240485,ITAJÁ (RN),RN
420820,ITAJAÍ,SC
352190,ITAJOBI,SP
352200,ITAJU,SP
291540,ITAJU DO COLÔNIA,BA
313240,ITAJUBÁ,MG
291550,ITAJUÍPE,BA
330205,ITALVA,RJ
291560,ITAMARAJU,BA
313250,ITAMARANDIBA,MG
130195,ITAMARATI,AM
313260,ITAMARATI DE MINAS,MG
291570,ITAMARI,BA
313270,ITAMBACURI,MG
411100,ITAMBARACÁ,PR
291580,ITAMBÉ (BA),BA
260765,ITAMBÉ (PE),PE
411110,ITAMBÉ (PR),PR
313280,ITAMBÉ DO MATO DENTRO,MG
313290,ITAMOGI,MG
313300,ITAMONTE,MG
291590,ITANAGRA,BA
352210,ITANHAÉM,SP
313310,ITANHANDU,MG
510454,ITANHANGÁ,MT
291600,ITANHÉM,BA
313320,ITANHOMI,MG
313330,ITAOBIM,MG
352215,ITAOCA,SP
330210,ITAOCARA,RJ
521090,ITAPACI,GO
313340,ITAPAGIPE,MG
230630,ITAPAJÉ,CE
291610,ITAPARICA,BA
291620,ITAPÉ,BA
291630,ITAPEBI,BA
313350,ITAPECERICA,MG
352220,ITAPECERICA DA SERRA,SP
210540,ITAPECURU MIRIM,MA
411120,ITAPEJARA D'OESTE,PR
420830,ITAPEMA,SC
320280,ITAPEMIRIM,ES
411125,ITAPERUÇU,PR
330220,ITAPERUNA,RJ
260770,ITAPETIM,PE
291640,ITAPETINGA,BA
352230,ITAPETININGA,SP
313360,ITAPEVA (MG),MG
352240,ITAPEVA (SP),SP
352250,ITAPEVI,SP
291650,ITAPICURU,BA
230640,ITAPIPOCA,CE
352260,ITAPIRA,SP
130200,ITAPIRANGA (AM),AM
420840,ITAPIRANGA (SC),SC
521100,ITAPIRAPUÃ,GO
352265,ITAPIRAPUÃ PAULISTA,SP
171090,ITAPIRATINS,TO
260775,ITAPISSUMA,PE
291660,ITAPITANGA,BA
230650,ITAPIÚNA,CE
420845,ITAPOÁ,SC
352270,ITÁPOLIS,SP
500450,ITAPORÃ,MS
171110,ITAPORÃ DO TOCANTINS,TO
250700,ITAPORANGA (PB),PB
352280,ITAPORANGA (SP),SP
280320,ITAPORANGA D'AJUDA,SE
250710,ITAPOROROCA,PB
110110,ITAPUÃ DO OESTE,RO
431057,ITAPUCA,RS
352290,ITAPUÍ,SP
352300,ITAPURA,SP
521120,ITAPURANGA,GO
352310,ITAQUAQUECETUBA,SP
291670,ITAQUARA,BA
431060,ITAQUI,RS
500460,ITAQUIRAÍ,MS
260780,ITAQUITINGA,PE
320290,ITARANA,ES
291680,ITARANTIM,BA
352320,ITARARÉ,SP
230655,ITAREMA,CE
352330,ITARIRI,SP
521130,ITARUMÃ,GO
431065,ITATI,RS
330225,ITATIAIA,RJ
313370,ITATIAIUÇU,MG
352340,ITATIBA,SP
431070,ITATIBA DO SUL,RS
291685,ITATIM,BA
352350,ITATINGA,SP
230660,ITATIRA,CE
250720,ITATUBA,PB
240490,ITAÚ,RN
313375,ITAÚ DE MINAS,MG
510455,ITAÚBA,MT
160025,ITAUBAL,AP
521140,ITAUÇU,GO
220510,ITAUEIRA,PI
313380,ITAÚNA,MG
411130,ITAÚNA DO SUL,PR
313390,ITAVERAVA,MG
313400,ITINGA,MG
210542,ITINGA DO MARANHÃO,MA
510460,ITIQUIRA,MT
352360,ITIRAPINA,SP
352370,ITIRAPUÃ,SP
291690,ITIRUÇU,BA
291700,ITIÚBA,BA
352380,ITOBI,SP
291710,ITORORÓ,BA
352390,ITU,SP
291720,ITUAÇU,BA
291730,ITUBERÁ,BA
313410,ITUETA,MG
313420,ITUIUTABA,MG
521150,ITUMBIARA,GO
313430,ITUMIRIM,MG
352400,ITUPEVA,SP
150370,ITUPIRANGA,PA
420850,ITUPORANGA,SC
313440,ITURAMA,MG
313450,ITUTINGA,MG
352410,ITUVERAVA,SP
291733,IUIU,BA
320300,IÚNA,ES
411140,IVAÍ,PR
411150,IVAIPORÃ,PR
411155,IVATÉ,PR
411160,IVATUBA,PR
500470,IVINHEMA,MS
521160,IVOLÂNDIA,GO
431075,IVORÁ,RS
431080,IVOTI,RS
260790,JABOATÃO DOS GUARARAPES,PE
420860,JABORÁ,SC
291735,JABORANDI (BA),BA
352420,JABORANDI (SP),SP
411170,JABOTI,PR
431085,JABOTICABA,RS
352430,JABOTICABAL,SP
313460,JABOTICATUBAS,MG
240500,JAÇANÃ,RN
291740,JACARACI,BA
250730,JACARAÚ,PB
270340,JACARÉ DOS HOMENS,AL
150375,JACAREACANGA,PA
352440,JACAREÍ,SP
411180,JACAREZINHO,PR
352450,JACI,SP
510480,JACIARA,MT
313470,JACINTO,MG
420870,JACINTO MACHADO,SC
291750,JACOBINA,BA
220515,JACOBINA DO PIAUÍ,PI
313480,JACUÍ,MG
270350,JACUÍPE,AL
431087,JACUIZINHO,RS
150380,JACUNDÁ,PA
352460,JACUPIRANGA,SP
313490,JACUTINGA (MG),MG
431090,JACUTINGA (RS),RS
411190,JAGUAPITÃ,PR
291760,JAGUAQUARA,BA
313500,JAGUARAÇU,MG
431100,JAGUARÃO,RS
291770,JAGUARARI,BA
320305,JAGUARÉ,ES
230670,JAGUARETAMA,CE
431110,JAGUARI,RS
411200,JAGUARIAÍVA,PR
230680,JAGUARIBARA,CE
230690,JAGUARIBE,CE
291780,JAGUARIPE,BA
352470,JAGUARIÚNA,SP
230700,JAGUARUANA,CE
420880,JAGUARUNA,SC
313505,JAÍBA,MG
220520,JAICÓS,PI
352480,JALES,SP
352490,JAMBEIRO,SP
313507,JAMPRUCA,MG
313510,JANAÚBA,MG
521170,JANDAIA,GO
411210,JANDAIA DO SUL,PR
291790,JANDAÍRA (BA),BA
240510,JANDAÍRA (RN),RN
352500,JANDIRA,SP
240520,JANDUÍS,RN
510490,JANGADA,MT
411220,JANIÓPOLIS,PR
313520,JANUÁRIA,MG
240530,JANUÁRIO CICCO,RN
313530,JAPARAÍBA,MG
270360,JAPARATINGA,AL
280330,JAPARATUBA,SE
330227,JAPERI,RJ
240540,JAPI,RN
411230,JAPIRA,PR
280340,JAPOATÃ,SE
313535,JAPONVAR,MG
500480,JAPORÃ,MS
